D00FHR	THERCLAS	Anticancer Agents
"D0CH8Q	DRUGCOMP	CANCER RESEARCH TECHNOLOGY LIMITED GRIGG, Ronald Ernest INMAN, Martyn PACKHAM, Graham"
"D06KQG	DRUGCOMP	Fuda Cancer Hospital, Guangzhou"
D01ZXW	THERCLAS	Anticancer Agents
D06SRX	DRUGCOMP	MD Anderson Cancer Center
D05IIP	DRUGCOMP	National Cancer Institute
D07NOI	THERCLAS	Anticancer Agents
D09YUK	DRUGCOMP	National Cancer Institute
D0HU9H	THERCLAS	Anticancer Agents
D04BHY	DRUGCOMP	Ontario Cancer Institute
D0T9CE	DRUGCOMP	Henan Cancer Hospital
D0QF7Z	DRUGCOMP	Fred Hutchinson Cancer Research Center
D01TVQ	THERCLAS	Anticancer Agents
D01WCU	DRUGCOMP	CANCER RESEARCH TECHNOLOGY LIMITED
D0U5FF	THERCLAS	Anticancer Agents
D01KKQ	THERCLAS	Anticancer Agents
D0Y4GO	THERCLAS	Anticancer Agents
D00TXZ	DRUGCOMP	CANCER RESEARCH TECHNOLOGY LIMITED
D0X2JM	THERCLAS	Anticancer Agents
D07RIJ	DRUGCOMP	Dana-Farber Cancer Institute Inc
D0S5BC	DRUGCOMP	Henan Cancer Hospital
D08QGR	DRUGCOMP	National Cancer Center (S. Korea)
D0X0KJ	THERCLAS	Anticancer Agents
D0B3GX	DRUGCOMP	CANCER RESEARCH TECHNOLOGY LIMITED
D0TJ3M	DRUGCOMP	National Cancer Institute
D05NJI	THERCLAS	Anticancer Agents
D08KZM	DRUGCOMP	National Cancer Institute
D07NVU	THERCLAS	Anticancer Agents
D0JZ5Y	DRUGCOMP	Memorial Sloan-Kettering Cancer Center
D0M7MR	DRUGCOMP	Memorial Sloan-Kettering Cancer Center
D06ZVO	THERCLAS	Anticancer Agents
D0B7EB	THERCLAS	Anticancer Agents
D05MBZ	THERCLAS	Anticancer Agents
D0OA5G	THERCLAS	Anticancer Agents
"D0AO8L	DRUGCOMP	Kite PharmaSanta Monica, CA National Cancer Institute Bethesda, MD"
D02IIL	THERCLAS	Anticancer Agents
D0I8RR	THERCLAS	Anticancer Agents
D03QWG	DRUGCOMP	MD Anderson Cancer Center
D07XYT	THERCLAS	Anticancer Agents
"D0W8WG	DRUGCOMP	Fuda Cancer Hospital, Guangzhou"
D0CT9C	THERCLAS	Anticancer Agents
D0H0KA	THERCLAS	Anticancer Agents
D0T4BL	THERCLAS	Anticancer Agents
"D0CW9Q	DRUGCOMP	H. LEE MOFFITT CANCER CENTER AND RESEARCH INSTITUTE, INC"
D0KK9E	THERCLAS	Anticancer Agents
D0X5ZH	THERCLAS	Anticancer Agents
D0BC2E	THERCLAS	Anticancer Agents
D06EWO	THERCLAS	Anticancer Agents
D00XEU	THERCLAS	Anticancer Agents
D0Y2NE	THERCLAS	Anticancer Agents
D0D4VN	DRUGCOMP	National Cancer Institute
D01YHO	DRUGCOMP	MD Anderson Cancer Center
D0U1WP	DRUGCOMP	National Cancer Institute
DM6CE2	DRUGCOMP	Cancer Targeted Technologies
D0ZU9T	DRUGCOMP	National Cancer Institute
D0YB3W	THERCLAS	Anticancer Agents
D07YZQ	DRUGCOMP	Ichor Medical Systems; Memorial Sloan-Kettering Cancer Center
D0Q9CY	THERCLAS	Anticancer Agents
D07VLY	THERCLAS	Anticancer Agents
D00JJW	THERCLAS	Anticancer Agents
D02PMO	THERCLAS	Anticancer Agents
D08WBF	THERCLAS	Anticancer Agents
D0Z8GD	DRUGCOMP	Fred Hutchinson Cancer Research Center
D09EFC	THERCLAS	Anticancer Agents
D00UZR	THERCLAS	Anticancer Agents
D08KOD	THERCLAS	Anticancer Agents
D08RMJ	THERCLAS	Anticancer Agents
D00YXG	DRUGCOMP	National Cancer Institute (NCI)
"D0HM1V	DRUGCOMP	Masonic Cancer Center, University of Minnesota"
D08FPM	THERCLAS	Anticancer Agents
D0C1WH	THERCLAS	Anticancer Agents
D0A9OV	THERCLAS	Anticancer Agents
D01XDL	THERCLAS	Anticancer Agents
D08RUN	DRUGCOMP	Memorial Sloan-Kettering Cancer Center
D0B8ZR	DRUGCOMP	Nanotherapeutics; national cancer institute
D05HZJ	DRUGCOMP	Japanese National Cancer Center
D0JO9M	DRUGCOMP	National Cancer Institute (NCI)
D0V9WF	THERCLAS	Anticancer Agents
D00MDP	THERCLAS	Anticancer Agents
D04VFJ	THERCLAS	Anticancer Agents
D0J3RY	THERCLAS	Anticancer Agents
D0JT1P	DRUGCOMP	Sidney Kimmel Cancer Center
"D0D0DH	DRUGCOMP	Cancer InsightSan Antonio, TX Elios Therapeutics Austin, TX"
D04FNR	DRUGCOMP	Memorial Sloan-Kettering Cancer Center
D01DBQ	THERCLAS	Anticancer Agents
D0BJ3B	DRUGCOMP	Dana-Farber Cancer Institute Inc
D00ZRS	DRUGCOMP	National Cancer Institute
D01UMT	THERCLAS	Anticancer Agents
D0E5JC	THERCLAS	Anticancer Agents
D0Q5NX	THERCLAS	Anticancer Agents
D03DXN	THERCLAS	Anticancer Agents
D0S0WN	THERCLAS	Anticancer Agents
D07BXE	DRUGCOMP	National Cancer Institute
D0UC6H	THERCLAS	Anticancer Agents
D02JFF	THERCLAS	Anticancer Agents
D0B6TW	THERCLAS	Anticancer Agents
D0I5GS	DRUGCOMP	UNC Lineberger Comprehensive Cancer Center
D01ZRI	THERCLAS	Anticancer Agents
"D0DD4I	DRUGCOMP	NEVADA CANCER INSTITUTE SHENZHEN GRADUATE SCHOOL OF PEKING UNIVERSITY ZHANG, Hui YE, Tao QUAN, Junmin WANG, Jing"
D0W9NH	DRUGCOMP	National Cancer Institute (NCI)
D01YGD	DRUGCOMP	Russian National Cancer Research Center
D00YPR	THERCLAS	Anticancer Agents
D0NE3C	THERCLAS	Anticancer Agents
D02QCM	THERCLAS	Anticancer Agents
"D07CZI	DRUGCOMP	DANA-FARBER CANCER INSTITUTE, INC"
D0N5OV	THERCLAS	Anticancer Agents
D0SX9C	DRUGCOMP	National Cancer Institute (NCI)
D0CY1B	THERCLAS	Anticancer Agents
"D0DK5R	DRUGCOMP	Masonic Cancer Center, University of Minnesota"
D0J3DN	DRUGCOMP	National Cancer Institute (NCI)
D0T4EA	DRUGCOMP	Roswell Park Cancer Institute
D0Y8OK	THERCLAS	Anticancer Agents
D0DV4X	DRUGCOMP	CANCER RESEARCH TECHNOLOGY LIMITED
D0W1GP	DRUGCOMP	Fred Hutchinson Cancer Research Center
D06UFH	DRUGCOMP	Stehlin Foundation For Cancer Research
D0W8XH	THERCLAS	Anticancer Agents
D0I3VS	DRUGCOMP	National Cancer Institute
D06KZL	THERCLAS	Anticancer Agents
D0E9CD	THERCLAS	Anticancer Agents
D07NPS	THERCLAS	Anticancer Agents
D0Y0GH	THERCLAS	Anticancer Agents
D0S9FI	DRUGCOMP	Memorial Sloan Kettering Cancer Center
D0R5RR	THERCLAS	Anticancer Agents
D0N2AM	DRUGCOMP	UNC Lineberger Comprehensive Cancer Center
D0YM8K	DRUGCOMP	National Cancer Institute
D0O1LD	THERCLAS	Anticancer Agents
D03JOA	DRUGCOMP	Fred Hutchinson Cancer Research Center
D0XO4K	DRUGCOMP	Cancer Research Campaign Technology Ltd
D0O0AF	DRUGCOMP	Fred Hutchinson Cancer Research Center
D02IVA	DRUGCOMP	ASTRAZENECA AB CANCER RESEARCH TECHNOLOGY LIMITED
D0U4EU	THERCLAS	Anticancer Agents
"D0AA5K	DRUGCOMP	Alpha Cancer Technologies Toronto, Canada"
"D08NZG	DRUGCOMP	Humanigen Brisbane, CA Olivia Newton-John Cancer Research Institute Heidelberg, Australia"
D0S6WW	DRUGCOMP	H Lee Moffitt Cancer Center and Research Institute
D03SSE	THERCLAS	Anticancer Agents
D0Q4NX	THERCLAS	Anticancer Agents
"D0TU0X	DRUGCOMP	H. Lee Moffitt Cancer Center and Research Institute, University of Central Florida Research Foundation"
D09QVV	THERCLAS	Anticancer Agents
D01LFC	DRUGCOMP	National Cancer Institute
D0E9YI	DRUGCOMP	Fred Hutchinson Cancer Research Center
D05VVX	THERCLAS	Anticancer Agents
D01VWB	DRUGCOMP	National Cancer Institute
D09OZC	THERCLAS	Anticancer Agents
D0X7JR	THERCLAS	Anticancer Agents
D0Y0TQ	DRUGCOMP	Memorial Sloan-Kettering Cancer Center
D09XGB	THERCLAS	Anticancer Agents
D0B3QM	THERCLAS	Anticancer Agents
D0RY4N	DRUGCOMP	Memorial Sloan-Kettering Cancer Center
"D0S7NE	DRUGCOMP	PRESIDENT AND FELLOWS OF HARVARD COLLEGE DANA-FARBER CANCER INSTITUTE, INC. TANG, Weiping BRADNER, James, Elliot SCHREIBER, Stuart, L"
D0K3QS	THERCLAS	Anticancer Agents
D02LPF	THERCLAS	Anticancer Agents
D00BVJ	DRUGCOMP	Emd serono; national cancer institute
D03OVA	DRUGCOMP	MD Anderson Cancer Center
D0I2AV	THERCLAS	Anticancer Agents
D0OL6O	THERCLAS	Anticancer Agents
D0Z1NY	THERCLAS	Anticancer Agents
D07DTV	THERCLAS	Anticancer Agents
D0D3DU	THERCLAS	Anticancer Agents
D0Y3JR	THERCLAS	Anticancer Agents
D0GA0A	THERCLAS	Anticancer Agents
